Id,Category
2997,3
2998,3
2999,4
3000,1
3001,1
3002,6
3003,5
3004,1
3005,3
3006,1
3007,3
3008,2
3009,1
3010,3
3011,3
3012,3
3013,4
3014,1
3015,3
3016,3
3017,3
3018,1
3019,3
3020,4
3021,3
3022,5
3023,2
3024,3
3025,3
3026,3
3027,1
3028,3
3029,1
3030,4
3031,2
3032,2
3033,1
3034,4
3035,3
3036,1
3037,4
3038,1
3039,3
3040,5
3041,3
3042,4
3043,1
3044,3
3045,4
3046,6
3047,2
3048,3
3049,1
3050,6
3051,4
3052,1
3053,2
3054,1
3055,2
3056,4
3057,1
3058,3
3059,1
3060,5
3061,1
3062,3
3063,2
3064,4
3065,1
3066,4
3067,1
3068,4
3069,2
3070,3
3071,5
3072,3
3073,2
3074,1
3075,1
3076,2
3077,1
3078,1
3079,2
3080,3
3081,2
3082,5
3083,3
3084,3
3085,3
3086,4
3087,1
3088,4
3089,1
3090,1
3091,2
3092,1
3093,1
3094,4
3095,1
3096,1
3097,2
3098,3
3099,1
3100,3
3101,1
3102,3
3103,1
3104,1
3105,4
3106,2
3107,1
3108,4
3109,2
3110,2
3111,1
3112,3
3113,1
3114,1
3115,2
3116,2
3117,1
3118,1
3119,4
3120,5
3121,3
3122,3
3123,3
3124,4
3125,2
3126,5
3127,2
3128,2
3129,1
3130,3
3131,3
3132,4
3133,2
3134,1
3135,3
3136,1
3137,1
3138,3
3139,2
3140,1
3141,3
3142,3
3143,1
3144,2
3145,3
3146,3
3147,3
3148,1
3149,3
3150,2
3151,5
3152,4
3153,2
3154,1
3155,2
3156,1
3157,3
3158,1
3159,4
3160,1
3161,1
3162,1
3163,3
3164,3
3165,3
3166,1
3167,4
3168,2
3169,4
3170,2
3171,1
3172,2
3173,1
3174,5
3175,4
3176,2
3177,1
3178,3
3179,5
3180,5
3181,2
3182,4
3183,1
3184,4
3185,4
3186,2
3187,1
3188,2
3189,1
3190,4
3191,3
3192,4
3193,5
3194,3
3195,3
3196,2
3197,1
3198,1
3199,1
3200,4
3201,2
3202,4
3203,3
3204,1
3205,4
3206,4
3207,1
3208,3
3209,1
3210,2
3211,2
3212,5
3213,1
3214,1
3215,2
3216,4
3217,1
3218,6
3219,5
3220,3
3221,3
3222,1
3223,1
3224,3
3225,6
3226,1
3227,2
3228,3
3229,2
3230,1
3231,3
3232,1
3233,1
3234,4
3235,3
3236,3
3237,2
3238,2
3239,4
3240,4
3241,1
3242,5
3243,1
3244,4
3245,6
3246,5
3247,4
3248,3
3249,5
3250,4
3251,3
3252,5
3253,1
3254,1
3255,1
3256,4
3257,1
3258,2
3259,2
3260,4
3261,4
3262,2
3263,3
3264,2
3265,1
3266,5
3267,1
3268,1
3269,4
3270,2
3271,5
3272,3
3273,2
3274,4
3275,1
3276,2
3277,2
3278,3
3279,2
3280,4
3281,2
3282,4
3283,1
3284,2
3285,3
3286,1
3287,2
3288,1
3289,2
3290,3
3291,2
3292,1
3293,1
3294,1
3295,2
3296,2
3297,4
3298,4
3299,3
3300,2
3301,1
3302,3
3303,3
3304,4
3305,6
3306,3
3307,1
3308,1
3309,3
3310,3
3311,6
3312,3
3313,3
3314,2
3315,1
3316,5
3317,1
3318,1
3319,1
3320,5
3321,4
3322,2
3323,1
3324,6
3325,1
3326,3
3327,2
3328,4
3329,2
3330,1
3331,3
3332,2
3333,3
3334,1
3335,3
3336,6
3337,1
3338,2
3339,1
3340,5
3341,4
3342,4
3343,1
3344,3
3345,6
3346,2
3347,4
3348,3
3349,1
3350,3
3351,1
3352,6
3353,3
3354,3
3355,1
3356,4
3357,3
3358,4
3359,3
3360,4
3361,6
3362,4
3363,1
3364,2
3365,1
3366,3
3367,3
3368,1
3369,3
3370,3
3371,3
3372,4
3373,4
3374,1
3375,3
3376,1
3377,1
3378,5
3379,2
3380,3
3381,3
3382,3
3383,3
3384,1
3385,3
3386,2
3387,2
3388,2
3389,3
3390,1
3391,3
3392,3
3393,4
3394,2
3395,2
3396,3
3397,3
3398,6
3399,5
3400,2
3401,1
3402,2
3403,1
3404,6
3405,1
3406,4
3407,3
3408,2
3409,1
3410,4
3411,1
3412,2
3413,3
3414,1
3415,3
3416,3
3417,1
3418,3
3419,4
3420,4
3421,1
3422,2
3423,1
3424,2
3425,2
3426,4
3427,2
3428,4
3429,3
3430,3
3431,1
3432,6
3433,1
3434,1
3435,3
3436,1
3437,2
3438,2
3439,3
3440,3
3441,5
3442,1
3443,3
3444,3
3445,4
3446,1
3447,1
3448,4
3449,2
3450,6
3451,2
3452,2
3453,4
3454,1
3455,1
3456,1
3457,1
3458,3
3459,2
3460,2
3461,1
3462,3
3463,2
3464,3
3465,6
3466,2
3467,4
3468,1
3469,4
3470,6
3471,4
3472,4
3473,4
3474,1
3475,5
3476,1
3477,2
3478,5
3479,1
3480,1
3481,1
3482,2
3483,2
3484,1
3485,1
3486,4
3487,5
3488,3
3489,1
3490,3
3491,5
3492,2
3493,3
3494,1
3495,3
3496,1
3497,5
3498,1
3499,3
3500,1
3501,3
3502,1
3503,2
3504,4
3505,4
3506,4
3507,1
3508,3
3509,1
3510,4
3511,1
3512,1
3513,3
3514,1
3515,2
3516,4
3517,3
3518,3
3519,5
3520,1
3521,2
3522,3
3523,3
3524,3
3525,1
3526,1
3527,1
3528,3
3529,1
3530,3
3531,6
3532,1
3533,1
3534,3
3535,3
3536,3
3537,5
3538,1
3539,2
3540,5
3541,1
3542,1
3543,3
3544,3
3545,6
3546,4
3547,3
3548,3
3549,4
3550,3
3551,2
3552,1
3553,2
3554,1
3555,1
3556,1
3557,4
3558,2
3559,3
3560,1
3561,2
3562,3
3563,4
3564,2
3565,1
3566,6
3567,4
3568,3
3569,1
3570,1
3571,3
3572,1
3573,4
3574,3
3575,2
3576,4
3577,1
3578,3
3579,4
3580,1
3581,4
3582,5
3583,4
3584,3
3585,1
3586,2
3587,5
3588,1
3589,3
3590,2
3591,4
3592,5
3593,1
3594,1
3595,2
3596,1
3597,1
3598,1
3599,5
3600,4
3601,3
3602,4
3603,3
3604,2
3605,3
3606,1
3607,5
3608,1
3609,2
3610,5
3611,1
3612,3
3613,1
3614,1
3615,5
3616,4
3617,3
3618,6
3619,3
3620,3
3621,1
3622,2
3623,3
3624,1
3625,1
3626,2
3627,1
3628,2
3629,1
3630,4
3631,1
3632,5
3633,1
3634,1
3635,2
3636,1
3637,1
3638,2
3639,4
3640,5
3641,4
3642,3
3643,3
3644,3
3645,1
3646,4
3647,2
3648,1
3649,4
3650,2
3651,4
3652,2
3653,1
3654,3
3655,3
3656,2
3657,2
3658,3
3659,3
3660,1
3661,1
3662,2
3663,2
3664,4
3665,1
3666,1
3667,2
3668,1
3669,1
3670,1
3671,2
3672,4
3673,3
3674,3
3675,3
3676,4
3677,1
3678,1
3679,3
3680,1
3681,3
3682,5
3683,2
3684,1
3685,4
3686,1
3687,5
3688,3
3689,1
3690,1
3691,1
3692,1
3693,3
3694,2
3695,2
3696,6
3697,3
3698,2
3699,4
3700,1
3701,3
3702,1
3703,2
3704,1
3705,5
3706,5
3707,3
3708,2
3709,4
3710,5
3711,1
3712,4
3713,3
3714,5
3715,1
3716,3
3717,1
3718,3
3719,2
3720,1
3721,2
3722,6
3723,3
3724,3
3725,1
3726,1
3727,3
3728,1
3729,1
3730,1
3731,4
3732,1
3733,2
3734,2
3735,1
3736,3
3737,1
3738,5
3739,1
3740,4
3741,1
3742,1
3743,2
3744,1
3745,1
3746,3
3747,4
3748,6
3749,3
3750,1
3751,1
3752,5
3753,6
3754,1
3755,3
3756,2
3757,1
3758,4
3759,5
3760,3
3761,1
3762,4
3763,3
3764,1
3765,4
3766,3
3767,4
3768,5
3769,3
3770,1
3771,4
3772,2
3773,2
3774,2
3775,1
3776,4
3777,4
3778,1
3779,6
3780,1
3781,3
3782,5
3783,2
3784,1
3785,1
3786,1
3787,4
3788,3
3789,1
3790,3
3791,4
3792,4
3793,1
3794,4
3795,1
3796,1
3797,2
3798,1
3799,2
3800,5
3801,2
3802,3
3803,1
3804,5
3805,2
3806,1
3807,1
3808,1
3809,4
3810,3
3811,1
3812,1
3813,4
3814,1
3815,3
3816,6
3817,1
3818,1
3819,1
3820,2
3821,2
3822,3
3823,3
3824,6
3825,3
3826,2
3827,3
3828,2
3829,3
3830,4
3831,2
3832,2
3833,3
3834,3
3835,3
3836,1
3837,4
3838,6
3839,5
3840,3
3841,3
3842,2
3843,6
3844,1
3845,4
3846,4
3847,3
3848,4
3849,1
3850,3
3851,1
3852,1
3853,2
3854,3
3855,5
3856,3
3857,2
3858,4
3859,6
3860,1
3861,2
3862,2
3863,2
3864,4
3865,4
3866,4
3867,5
3868,1
3869,3
3870,3
3871,3
3872,3
3873,1
3874,2
3875,4
3876,4
3877,1
3878,2
3879,4
3880,4
3881,3
3882,1
3883,3
3884,6
3885,3
3886,2
3887,5
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,2
3895,1
3896,4
3897,4
3898,1
3899,4
3900,4
3901,3
3902,3
3903,1
3904,3
3905,5
3906,3
3907,2
3908,6
3909,3
3910,1
3911,6
3912,3
3913,1
3914,1
3915,1
3916,3
3917,1
3918,2
3919,2
3920,2
3921,2
3922,1
3923,3
3924,2
3925,1
3926,1
3927,1
3928,3
3929,1
3930,3
3931,5
3932,1
3933,5
3934,2
3935,2
3936,1
3937,1
3938,3
3939,4
3940,1
3941,1
3942,3
3943,3
3944,3
3945,4
3946,5
3947,4
3948,1
3949,4
3950,3
3951,3
3952,1
3953,5
3954,3
3955,3
3956,1
3957,5
3958,1
3959,3
3960,1
3961,3
3962,4
3963,2
3964,1
3965,1
3966,1
3967,4
3968,2
3969,3
3970,1
3971,1
3972,4
3973,1
3974,1
3975,1
3976,1
3977,1
3978,4
3979,1
3980,3
3981,3
3982,5
3983,3
3984,2
3985,1
3986,6
3987,3
3988,3
3989,3
3990,5
3991,3
3992,4
3993,6
3994,2
3995,3
3996,2
3997,3
3998,1
3999,3
4000,1
4001,2
4002,1
4003,4
4004,4
4005,1
4006,1
4007,4
4008,2
4009,5
4010,2
4011,1
4012,1
4013,1
4014,3
4015,3
4016,4
4017,3
4018,3
4019,3
4020,3
4021,1
4022,2
4023,3
4024,3
4025,3
4026,3
4027,1
4028,2
4029,5
4030,1
4031,1
4032,3
4033,1
4034,2
4035,5
4036,2
4037,5
4038,1
4039,2
4040,4
4041,3
4042,3
4043,2
4044,4
4045,5
4046,1
4047,5
4048,5
4049,2
4050,3
4051,1
4052,2
4053,4
4054,3
4055,1
4056,3
4057,3
4058,1
4059,2
4060,4
4061,1
4062,1
4063,2
4064,4
4065,4
4066,5
4067,3
4068,2
4069,1
4070,4
4071,2
4072,3
4073,5
4074,3
4075,3
4076,4
4077,3
4078,6
4079,3
4080,1
4081,6
4082,2
4083,3
4084,3
4085,4
4086,3
4087,5
4088,4
4089,1
4090,5
4091,3
4092,1
4093,1
4094,2
4095,3
4096,2
4097,3
4098,1
4099,4
4100,3
4101,1
4102,1
4103,1
4104,1
4105,3
4106,3
4107,3
4108,4
4109,4
4110,1
4111,4
4112,2
4113,1
4114,1
4115,3
4116,4
4117,5
4118,4
4119,3
4120,2
4121,3
4122,2
4123,2
4124,1
4125,3
4126,4
4127,5
4128,4
4129,3
4130,2
4131,5
4132,2
4133,2
4134,2
4135,2
4136,3
4137,1
4138,2
4139,5
4140,3
4141,3
4142,4
4143,1
4144,5
4145,1
4146,1
4147,1
4148,2
4149,1
4150,5
4151,5
4152,4
4153,2
4154,4
4155,4
4156,3
4157,3
4158,2
4159,1
4160,3
4161,4
4162,2
4163,1
4164,2
4165,4
4166,1
4167,3
4168,3
4169,3
4170,3
4171,1
4172,3
4173,3
4174,3
4175,1
4176,5
4177,4
4178,4
4179,5
4180,3
4181,3
4182,4
4183,5
4184,4
4185,3
4186,3
4187,3
4188,3
4189,6
4190,1
4191,1
4192,4
4193,2
4194,3
4195,3
4196,2
4197,3
4198,3
4199,4
4200,1
4201,4
4202,1
4203,1
4204,3
4205,4
4206,5
4207,2
4208,3
4209,1
4210,4
4211,5
4212,6
4213,1
4214,4
4215,2
4216,6
4217,2
4218,2
4219,2
4220,5
4221,4
4222,2
4223,1
4224,1
4225,1
4226,4
4227,3
4228,2
4229,2
4230,3
4231,4
4232,4
4233,4
4234,4
4235,3
4236,3
4237,4
4238,3
4239,1
4240,4
4241,3
4242,2
4243,1
4244,1
4245,3
4246,3
4247,1
4248,1
4249,1
4250,1
4251,2
4252,4
4253,1
4254,2
4255,1
4256,1
4257,1
4258,3
4259,1
4260,3
4261,3
4262,1
4263,6
4264,3
4265,1
4266,3
4267,3
4268,6
4269,2
4270,1
4271,4
4272,1
4273,1
4274,3
4275,4
4276,1
4277,4
4278,4
4279,2
4280,2
4281,3
4282,1
4283,3
4284,3
4285,2
4286,4
4287,2
4288,4
4289,2
4290,2
4291,1
4292,4
4293,3
4294,1
4295,1
4296,6
4297,2
4298,1
4299,1
4300,1
4301,2
4302,5
4303,1
4304,2
4305,6
4306,4
4307,1
4308,2
4309,1
4310,2
4311,3
4312,4
4313,5
4314,1
4315,3
4316,2
4317,4
4318,3
4319,5
4320,2
4321,4
4322,4
4323,6
4324,3
4325,4
4326,3
4327,1
4328,2
4329,1
4330,4
4331,3
4332,6
4333,3
4334,1
4335,2
4336,1
4337,1
4338,2
4339,4
4340,4
4341,5
4342,4
4343,4
4344,6
4345,1
4346,4
4347,2
4348,4
4349,2
4350,1
4351,1
4352,2
4353,2
4354,4
4355,1
4356,3
4357,4
4358,4
4359,1
4360,1
4361,3
4362,1
4363,2
4364,2
4365,2
4366,3
4367,4
4368,1
4369,4
4370,2
4371,5
4372,1
4373,4
4374,5
4375,3
4376,1
4377,5
4378,3
4379,4
4380,3
4381,5
4382,2
4383,1
4384,5
4385,2
4386,1
4387,3
4388,1
4389,3
4390,2
4391,4
4392,2
4393,1
4394,3
4395,3
4396,1
4397,4
4398,2
4399,2
4400,3
4401,3
4402,4
4403,4
4404,1
4405,2
4406,1
4407,3
4408,2
4409,1
4410,3
4411,1
4412,4
4413,1
4414,1
4415,3
4416,1
4417,1
4418,3
4419,2
4420,1
4421,2
4422,1
4423,3
4424,3
4425,3
4426,2
4427,4
4428,1
4429,4
4430,3
4431,3
4432,2
4433,4
4434,4
4435,2
4436,3
4437,2
4438,4
4439,2
4440,2
4441,2
4442,1
4443,4
4444,1
4445,5
4446,1
4447,4
4448,1
4449,3
4450,4
4451,4
4452,1
4453,5
4454,3
4455,1
4456,2
4457,3
4458,5
4459,2
4460,2
4461,2
4462,4
4463,2
4464,4
4465,3
4466,3
4467,1
4468,3
4469,1
4470,1
4471,5
4472,2
4473,3
4474,4
4475,4
4476,3
4477,2
4478,2
4479,1
4480,1
4481,1
4482,2
4483,2
4484,6
4485,3
4486,1
4487,2
4488,3
4489,3
4490,1
4491,4
4492,2
4493,3
4494,1
4495,2
4496,1
4497,3
4498,3
4499,3
4500,5
4501,2
4502,3
4503,4
4504,2
4505,2
4506,2
4507,3
4508,1
4509,3
4510,2
4511,4
4512,3
4513,1
4514,2
4515,1
4516,3
4517,1
4518,4
4519,3
4520,4
4521,2
4522,1
4523,2
4524,1
4525,4
4526,4
4527,1
4528,1
4529,2
4530,4
4531,1
4532,4
4533,1
4534,3
4535,4
4536,4
4537,6
4538,5
4539,1
4540,4
4541,4
4542,1
4543,5
4544,1
4545,1
4546,3
4547,1
4548,1
4549,3
4550,2
4551,1
4552,3
4553,5
4554,3
4555,2
4556,4
4557,1
4558,1
4559,1
4560,1
4561,1
4562,2
4563,1
4564,5
4565,4
4566,1
4567,1
4568,1
4569,4
4570,1
4571,2
4572,2
4573,1
4574,1
4575,4
4576,1
4577,1
4578,2
4579,3
4580,3
4581,4
4582,4
4583,2
4584,1
4585,6
4586,1
4587,1
4588,4
4589,3
4590,3
4591,1
4592,2
4593,1
4594,1
4595,3
4596,2
4597,4
4598,2
4599,1
4600,2
4601,3
4602,6
4603,1
4604,4
4605,1
4606,3
4607,3
4608,5
4609,1
4610,3
4611,3
4612,4
4613,3
4614,3
4615,4
4616,6
4617,6
4618,2
4619,2
4620,1
4621,2
4622,3
4623,1
4624,3
4625,2
4626,3
4627,3
4628,1
4629,5
4630,4
4631,5
4632,1
4633,2
4634,3
4635,4
4636,1
4637,3
4638,1
4639,3
4640,1
4641,4
4642,3
4643,4
4644,3
4645,1
4646,2
4647,2
4648,3
4649,1
4650,1
4651,4
4652,3
4653,4
4654,2
4655,3
4656,2
4657,1
4658,3
4659,1
4660,3
4661,5
4662,2
4663,2
4664,1
4665,1
4666,1
4667,3
4668,1
4669,3
4670,3
4671,3
4672,1
4673,4
4674,4
4675,6
4676,1
4677,1
4678,2
4679,1
4680,2
4681,1
4682,2
4683,6
4684,2
4685,1
4686,6
4687,2
4688,1
4689,3
4690,3
4691,3
4692,4
4693,3
4694,1
4695,3
4696,5
4697,2
4698,3
4699,1
4700,2
4701,3
4702,2
4703,1
4704,1
4705,4
4706,1
4707,1
4708,2
4709,3
4710,2
4711,1
4712,2
4713,5
4714,2
4715,4
4716,1
4717,1
4718,6
4719,2
4720,3
4721,2
4722,2
4723,5
4724,2
4725,1
4726,1
4727,3
4728,5
4729,3
4730,2
4731,5
4732,1
4733,3
4734,2
4735,1
4736,4
4737,1
4738,4
4739,1
4740,3
4741,4
4742,2
4743,3
4744,2
4745,1
4746,3
4747,6
4748,3
4749,2
4750,1
4751,4
4752,2
4753,5
4754,4
4755,1
4756,5
4757,2
4758,1
4759,1
4760,2
4761,3
4762,4
4763,4
4764,1
4765,4
4766,1
4767,3
4768,3
4769,1
4770,6
4771,4
4772,3
4773,2
4774,1
4775,3
4776,1
4777,1
4778,1
4779,1
4780,5
4781,1
4782,1
4783,4
4784,3
4785,1
4786,1
4787,3
4788,1
4789,1
4790,3
4791,1
4792,3
4793,5
4794,1
4795,5
4796,4
4797,4
4798,6
